image,generated_caption,references,CIDEr,CLIPScore,BLEU-1,BLEU-2,BLEU-3,BLEU-4,METEOR,ROUGE-L
3353278454_2f3a4d0bbc.jpg,a man in a black shirt is standing on a bench in front of a building,a small dog walks with men in the city ||| some people waiting to cross a busy street in portland oregon ||| the people await to cross the street while walking the dog ||| three guys are waiting to cross the street one has a dog ||| three people wait to cross a city street and one has a dog on a leash,0.0044235222116514,0.6346386671066284,0.3125,0.14433756729740646,0.052991991647416345,0.032709344708772174,0.125,0.25
3397220683_4aca010f86.jpg,a person in a red jacket is walking down a snowy hill,a golden retreiver standing outside in the snow with a person standing with skis and poles ||| a man and a dog outside in a snow storm ||| a person is standing on skis in the snow with a dog ||| person with skis and a dog are standing in the snow ||| the man is skiing in the snow with a large brown dog,0.1485474717374075,0.6360152363777161,0.5,0.30151134457776363,0.09687293061514647,0.05637560315259291,0.20833333333333337,0.3333333333333333
500678178_26ce0f4417.jpg,a young boy is sitting on a tree,a child lies in the hay with only a head and arm showing ||| a young child is covered in straw except for the head and left arm ||| child playing and hiding underneath hay ||| girl hides in hay ||| the child is playing hide and seek in the hay,0.0207645213643705,0.6085790693759918,0.5,0.26726124191242434,0.10598398329483265,0.06985342056580097,0.11194029850746268,0.2727272727272727
937559727_ae2613cee5.jpg,a man in a black shirt and a black shirt is standing on a camera,a blonde fisherman standing in the water prepares his hook ||| a fisherman wearing a waterproof jumpsuit looks at something in his hand ||| a man hooking a line ||| a man in fishing overalls in the water ||| the fisherman stands in water while looking at something small in his hands,0.0442264995468312,0.5455128476023674,0.3333333333333333,0.21821789023599233,0.154150800490952,0.07432998184513635,0.25,0.3
2857609295_16aaa85293.jpg,a dog is running in a field,a dog catching a frisbee with onlookers in the background ||| a dog jumping to catch a frisbee while people watch ||| a jack russel terrier catching a frisbee in midair ||| a small brown and white dog catching a frisbee at a competition ||| dog catching a frisbee on a field in front of an audience,0.2495669077639201,0.7432147115468979,0.5367694950537757,0.36668337256566885,0.12642785336808626,0.07849573146438121,0.32538659793814434,0.3529411764705882
2902844125_4186bf3ab6.jpg,a man in a red shirt is performing a trick in the air,a boy performs a trick on his skateboard on a rail ||| a skateboarder grinds a red rail ||| a teenage boy grinds across a bar on his skateboard ||| a young man skateboards off a pink railing ||| the boy in the yellow shirt is riding a skateboard along a red bar,0.2791349466507238,0.74660524725914,0.7122777528017816,0.4688786183641642,0.12277415905442236,0.06433960778578778,0.4118337982675084,0.33333333333333337
2057160636_6e9cf3b5f0.jpg,a man in a red shirt is riding a canoe on a lake,a man paddling in water ||| a person paddles a boat on a lake ||| beautiful scenery with a boat on the lake ||| person canoes in lake ||| the person is in a conoe and holding a paddle in front of some mountains,0.2633133035306176,0.7108549773693085,0.5276331810218101,0.3883275066603749,0.2273681854948723,0.1001944436308141,0.5247058823529411,0.4761904761904762
3700004668_99c3e3f55b.jpg,a man in a yellow suit is riding a stick in a yellow pool,a boy with his mouth wide open dressed in a yellow life jacket and goggles in water with a man next to him ||| a father and child enjoy the water ||| a man and child wearing a yellow life vest look up from the water ||| an open mouthed child in goggles and a yellow life vest poses with a smiling man ||| man and boy wearing life jacket in water posing for a picture,0.1448858568869224,0.6750382483005524,0.5,0.33968311024337877,0.21264518514149508,0.09669265690880861,0.22544642857142855,0.3243243243243243
930126921_1b94605bdc.jpg,a young girl in a pink shirt is holding a red toy,a man in a black shirt enjoys a snack while a woman in a white shirt looks confused ||| a man is eating from a paper cone while a woman stands behind him ||| a man is standing in front of a woman while eating something ||| one darkskinned man is eating french fries and blond woman is standing behind him ||| the man white purple and white polkadotted shirts is eating and looking to his right while the woman behind him has a confused look on her face,0.0436722353258711,0.6880051642656326,0.5,0.21320071635561041,0.07688809598286293,0.04740604259878138,0.16666666666666666,0.33333333333333337
2842849030_89548af61c.jpg,a boy in a blue shirt is playing in a pool,a child in a pool wearing waterwings ||| a child in churning water at the edge of a pool with orange water wings ||| a child plays in a pool while wearing orange floaties ||| a child with orange and white water wings is playing in a pool ||| a little boy is wearing water wings in a swimming pool,1.3007007236580823,0.7650425285100937,0.6363636363636364,0.504524979109513,0.4394215622985436,0.38163309113713373,0.5067567567567568,0.5454545454545454
