image,generated_caption,references,CIDEr,CLIPScore,BLEU-1,BLEU-2,BLEU-3,BLEU-4,METEOR,ROUGE-L,polos,traditional_score,semantic_score,group_disagreement
3430526230_234b3550f6.jpg,a black dog is running in the grass,the dogs run through the field near the water ||| two black dogs are chasing each other through shallow grass toward water ||| two dogs are running towards the water through brown grass ||| two dogs are running toward the water ||| two dogs run two a pond on a winter day,0.3696276606066869,0.8234146237373352,0.625,0.0944911182523068,0.0529919916474163,0.0415350923720639,0.2203065134099616,0.4444444444444445,0.7221712470054626,0.20230601735577655,0.8268219751005057,0.6245159577447291
2744600462_5804577296.jpg,a group of people are riding bicycles on a track,a cyclist donning blue and white is leading a pack of cyclists ||| a large column of bicyclists is cycling down a road ||| a pack of bicycle road racers lean through a curve ||| a pack of bicyclists taking a turn during a race ||| cyclists competing in a race are coming around a bend in the road,0.0177581608138165,0.770147517323494,0.4,0.0666666666666666,0.0381571414184444,0.0298474589600982,0.2,0.4000000000000001,0.6539490818977356,0.13878352437436872,0.7444439371945308,0.6056604128201621
1057089366_ca83da0877.jpg,a boy jumps into a pool,a boy descends off the end of a high diving board ||| a child jumps off a high diving board into the pool ||| a kid jumps off the diving board and into the swimming pool below ||| a little kid is jumping off a high dive at the pool ||| the boy is jumping off a high diving board into the pool,0.508176763685314,0.7952246069908142,0.4345982085070782,0.1943582274242909,0.0743152483015887,0.0493798901137822,0.2433862433862433,0.4705882352941177,0.7306544780731201,0.20438966468480352,0.8094791919596551,0.6050895272748515
2100046085_69b59b6645.jpg,a white dog is running in the water,two dogs drink water in a lake ||| two white dogs are drinking water out of a lake ||| two white dogs drink from the lake ||| two white dogs drinking out of a stream ||| two white dogs walk around in shallow water,0.3697850138740242,0.8806536346673965,0.625,0.0944911182523068,0.0529919916474163,0.0415350923720639,0.39453125,0.5,0.6659210920333862,0.23751905016269315,0.8390579156953542,0.601538865532661
3038760935_9a713510eb.jpg,a dog is playing in a yard,the two dogs are jumping ||| two brown and white dogs racing across a lawn ||| two brown and white dogs running across grass ||| two dogs run together across a grassy lawn ||| two small white and brown dogs bound in unison,0.0003484039721063,0.7572941482067108,0.2476793999286233,0.0598202582772634,0.0395878119063259,0.0340522339563737,0.189873417721519,0.2666666666666666,0.5492995977401733,0.09266078476178292,0.6726412293092384,0.5799804445474555
3324056835_84904fe2f8.jpg,a black dog is walking in the sand,a bunch of dogs on a beach ||| several dogs are running on the beach ||| six dogs running on the sandy beach ||| six dogs walking beside the beach ||| some dogs are running on a deserted beach,0.0751114331128724,0.8353982865810394,0.375,0.07319250547114,0.0446951767548284,0.0365555222854512,0.2419354838709677,0.4285714285714285,0.5406028628349304,0.15060746138272377,0.7294101605948267,0.5788026992121029
3591462960_86045906bd.jpg,a bull is being down a bull,a man is roping a bull in a rodeo while others in cowboy hats watch ||| a man is up in the air with one hand on a bull ||| a rodeo rider gets tossed up into the air by a black bull as fellow cowboys look on ||| man getting thrown in the air while bull riding ||| the man in black is flying off the full in front of a red fence,0.3445215445838878,0.8134448528289795,0.4294155960430205,0.2319109274839227,0.0931528388227035,0.0624253575667811,0.2545362903225807,0.4,0.645164966583252,0.19887601956907847,0.7735805713637527,0.5747045517946743
2590207488_ddd89037ba.jpg,a dog runs in the sand,a black and white dog is walking on a beach ||| a black and white dog looks back while walking on the beach ||| a black and white dog walks on a beach ||| a dog with black and white spots walks on the beach looking behind itself ||| black and white dog walking on beach and looking back,0.1449582822859601,0.7929545640945435,0.3032653298563167,0.191801835541645,0.0823188753864451,0.0579505347073395,0.1936026936026936,0.3333333333333333,0.5539568662643433,0.1455111633648965,0.70364068255111,0.5581295191862135
2926786902_815a99a154.jpg,a skier is snowboarding on the top of a mountain,a skier in a yellow jacket is airborne above the mountains ||| a skier jumps high in the air with a view of the mountains ||| a skiing man in a fluorescent jacket jumps very high and it looks as though he is flying ||| somone is high in the air doing a ski jump ||| the skier in the green jacket and white pants appears to almost fly into the sky,0.3419979518045104,0.8293808996677399,0.6,0.258198889747161,0.0941036028881028,0.0587394909469921,0.3911824668705401,0.4761904761904761,0.6918190121650696,0.2606714459136749,0.8136782149242164,0.5530067690105416
3710050559_f6f12760fe.jpg,a young boy is holding a tree in a grassy area,a baby boy cries while sitting in the grass at the park ||| a boy cries in the grass ||| a little boy crying on the grass ||| a little boy in shorts and sandals is sitting in the grass ||| a little boy wearing a hat and sandals sits on the grass,0.155997498881218,0.7773663103580475,0.415045780128301,0.0615612377332589,0.0337518011233433,0.0257383018097385,0.2307692307692307,0.3529411764705882,0.5490514636039734,0.14101449964911597,0.6884002725522311,0.5473857729031152
