image,perturbation_type,original_caption,perturbed_caption,references,reference_count,BLEU-1,BLEU-2,BLEU-3,BLEU-4,METEOR,ROUGE-L,CIDEr,CLIPScore,original_BLEU-1,original_BLEU-2,original_BLEU-3,original_BLEU-4,original_METEOR,original_ROUGE-L,original_CIDEr,original_CLIPScore,delta_BLEU-1,delta_BLEU-2,delta_BLEU-3,delta_BLEU-4,delta_METEOR,delta_ROUGE-L,delta_CIDEr,delta_CLIPScore
2224995194_518859d97d.jpg,hallucination,the rock climbers are on their equipment in front of a cave,the rock climbers are on their equipment in front of a cave with a helicopter,two people hang from safety ropes over a giant cliff ||| two people hanging on a rope over a cliff ||| two people lower themselves into a cave with long ropes ||| two people repel down into a hole,4,0.3333333333333333,0.2182178902359923,0.154150800490952,0.0743299818451363,0.2433862433862433,0.25,0.215553229956611,0.8915767073631287,0.25,0.1507556722888818,0.0610261222235142,0.0398635712826801,0.1838235294117647,0.1904761904761905,0.1954816765450369,0.9052588790655136,0.08333333333333331,0.06746221794711052,0.09312467826743781,0.034466410562456196,0.0595627139744786,0.05952380952380951,0.0200715534115741,-0.013682171702384949
3168123064_d1983b8f92.jpg,action_replacement,a person in a black wetsuit is surfing in the ocean with a wave coming down,a person in a black wetsuit is swimming in the ocean with a wave coming down,a person is surfing ||| a surfer in all black is riding a wave ||| a surfer rides the waves ||| a woman in a black wetsuit surfs in bad weather,4,0.625,0.4564354645876384,0.3098990471205467,0.2187405715612322,0.4395761741122566,0.4800000000000001,0.3767642516443602,0.7978208363056183,0.6875,0.5244044240850758,0.3399472648478799,0.2344621944105862,0.606971153846154,0.5384615384615384,0.4194815323946246,0.8136837184429169,-0.0625,-0.06796895949743742,-0.030048217727333182,-0.015721622849353994,-0.1673949797338974,-0.05846153846153834,-0.042717280750264375,-0.015862882137298584
3168123064_d1983b8f92.jpg,negation,a person in a black wetsuit is surfing in the ocean with a wave coming down,a person in a black wetsuit is not surfing in the ocean with a wave coming down,a person is surfing ||| a surfer in all black is riding a wave ||| a surfer rides the waves ||| a woman in a black wetsuit surfs in bad weather,4,0.6470588235294118,0.4496730838653134,0.2998546863420024,0.2094841271665114,0.5349990463475109,0.5185185185185185,0.3000837159699389,0.8021101355552673,0.6875,0.5244044240850758,0.3399472648478799,0.2344621944105862,0.606971153846154,0.5384615384615384,0.4194815323946246,0.8136837184429169,-0.0404411764705882,-0.07473134021976241,-0.040092578505877496,-0.02497806724407478,-0.07197210749864302,-0.019943019943019946,-0.11939781642468572,-0.011573582887649536
3168123064_d1983b8f92.jpg,hallucination,a person in a black wetsuit is surfing in the ocean with a wave coming down,a person in a black wetsuit is surfing in the ocean with a wave coming down with a helicopter,a person is surfing ||| a surfer in all black is riding a wave ||| a surfer rides the waves ||| a woman in a black wetsuit surfs in bad weather,4,0.5789473684210527,0.4392976851069795,0.2831606939029296,0.194086232706272,0.5738636363636362,0.4827586206896551,0.1803433336511523,0.7791564613580704,0.6875,0.5244044240850758,0.3399472648478799,0.2344621944105862,0.606971153846154,0.5384615384615384,0.4194815323946246,0.8136837184429169,-0.10855263157894735,-0.08510673897809634,-0.05678657094495032,-0.04037596170431418,-0.03310751748251772,-0.055702917771883353,-0.2391381987434723,-0.0345272570848465
2441629086_52f68eb316.jpg,person_replacement,a girl is peeking in a window,a boy is peeking in a window,a girl peers into a window ||| a girl peers into a window ||| a little girl is trying to look into a dark window ||| a small girl in a pink shirt and blue jeans is peeping through a window into a house,4,0.7142857142857143,0.4879500364742665,0.1682390865739974,0.1044552273072038,0.4189435336976321,0.4615384615384615,0.9105746183614056,0.7494774460792542,0.8571428571428571,0.7559289460184544,0.2252495760887212,0.1300118652068738,0.6147540983606558,0.6153846153846153,1.1623428902373536,0.8037423342466354,-0.1428571428571428,-0.2679789095441879,-0.05701048951472382,-0.02555663789967,-0.19581056466302366,-0.1538461538461538,-0.25176827187594797,-0.05426488816738129
2441629086_52f68eb316.jpg,negation,a girl is peeking in a window,a girl is not peeking in a window,a girl peers into a window ||| a girl peers into a window ||| a little girl is trying to look into a dark window ||| a small girl in a pink shirt and blue jeans is peeping through a window into a house,4,0.75,0.6546536707079771,0.1925856785554179,0.1093265113929093,0.6048387096774195,0.5714285714285715,0.9991008559981364,0.7918132096529007,0.8571428571428571,0.7559289460184544,0.2252495760887212,0.1300118652068738,0.6147540983606558,0.6153846153846153,1.1623428902373536,0.8037423342466354,-0.1071428571428571,-0.10127527531047731,-0.032663897533303315,-0.020685353813964497,-0.00991538868323627,-0.0439560439560438,-0.16324203423921724,-0.011929124593734741
2441629086_52f68eb316.jpg,hallucination,a girl is peeking in a window,a girl is peeking in a window with a suitcase,a girl peers into a window ||| a girl peers into a window ||| a little girl is trying to look into a dark window ||| a small girl in a pink shirt and blue jeans is peeping through a window into a house,4,0.6333861926251716,0.5046941987886602,0.1422915346744467,0.0781182355823948,0.3670058139534883,0.5,0.8722628958661476,0.7338187098503113,0.8571428571428571,0.7559289460184544,0.2252495760887212,0.1300118652068738,0.6147540983606558,0.6153846153846153,1.1623428902373536,0.8037423342466354,-0.2237566645176855,-0.2512347472297942,-0.08295804141427451,-0.05189362962447901,-0.24774828440716745,-0.11538461538461531,-0.290079994371206,-0.06992362439632416
3279524184_d5e2ffbaed.jpg,color_replacement,two black and white dogs and one has something blue in its mouth,two black and white dogs and one has something red in its mouth,two black and white dogs run through a field ||| two white dogs are running through a field ||| two white dogs run along a light colored field and one has a blue toy ||| two white dogs with black spots jumping through the grass,4,0.4616790333940838,0.444885048426159,0.3951689354898305,0.3207310180540507,0.474468085106383,0.4545454545454546,1.2810173416455202,0.7678066194057465,0.5276331810218101,0.4756021222025773,0.4131554120176103,0.3316186519505937,0.474468085106383,0.5,1.3106155193594815,0.8001028001308441,-0.06595414762772633,-0.030717073776418302,-0.017986476527779793,-0.010887633896543014,0.0,-0.045454545454545414,-0.029598177713961338,-0.032296180725097656
3279524184_d5e2ffbaed.jpg,hallucination,two black and white dogs and one has something blue in its mouth,two black and white dogs and one has something blue in its mouth with an umbrella,two black and white dogs run through a field ||| two white dogs are running through a field ||| two white dogs run along a light colored field and one has a blue toy ||| two white dogs with black spots jumping through the grass,4,0.5625,0.4743416490252569,0.4005943545145987,0.3153554052490132,0.4597938144329897,0.4516129032258064,0.8086307663446152,0.7806780934333801,0.5276331810218101,0.4756021222025773,0.4131554120176103,0.3316186519505937,0.474468085106383,0.5,1.3106155193594815,0.8001028001308441,0.034866818978189884,-0.0012604731773204203,-0.012561057503011619,-0.016263246701580525,-0.014674270673393275,-0.048387096774193616,-0.5019847530148663,-0.01942470669746399
3339105374_cc41e0b7d7.jpg,object_replacement,a woman in a red coat with a man in a white and black coat and a black dog in the snow,a woman in a red coat with a man in a white and black coat and a black cat in the snow,two people and a dog are in the snow ||| two people are interacting with a dog that has bitten an object one of them is holding ||| two people are walking up a snowy hill with a dog ||| two people playing on a snowy hill,4,0.3181818181818182,0.2461829819586654,0.1447089370238733,0.0631950577114568,0.4699029126213593,0.3225806451612903,0.0214219623897023,0.6840132176876068,0.3636363636363636,0.2631806779839075,0.1512954970122327,0.0653402965991945,0.5461165048543688,0.3870967741935484,0.0443549520723253,0.7054427266120911,-0.045454545454545414,-0.016997696025242093,-0.006586559988359386,-0.0021452388877377104,-0.0762135922330095,-0.06451612903225806,-0.022932989682623,-0.021429508924484253
