image,generated_caption,references,CIDEr,CLIPScore,BLEU-1,BLEU-2,BLEU-3,BLEU-4,METEOR,ROUGE-L
319851847_7212423309.jpg,a man in a black hat is sitting on a street,a man is using a chainsaw on a statue ||| a man weilding a chainsaw carves a log into a gnome ||| a man with a chainsaw is carving wood into a statue of a man ||| the fellow with the chainsaw and brown coveralls is carving a statue with a chainsaw ||| the man is carving a santa out of wood,0.080205565468864,0.4340975731611252,0.5454545454545454,0.3302891295379082,0.1066224564261435,0.062389860721175,0.5555555555555555,0.5
3383037991_8f07784b81.jpg,a brown dog is digging a toy in the snow,a brown dog sits on a couch ||| a dog looks content sitting on a bed after ripping up some paper ||| a very large dog laying on a bed with pieces of paper all around him ||| the dog is lying on a bed with torn paper nearby and a person watching nearby ||| the large brown dog sat on the bed surronded by wrapping paper,0.1546283877956896,0.4486817866563797,0.4912384518467891,0.3661475238303925,0.2393983244820397,0.112551579941683,0.5136986301369862,0.4705882352941176
3304030264_da3dd18c7b.jpg,a man in a red shirt is walking down a bench in front of a building,a boy in black pants and green tshirt jumps high with his skateboard ||| a guy on a skateboard jumping off some steps ||| a person in a green shirt on a skateboard jumping off of a short set of stairs ||| a skateboarder in a green shirt is taking a jump of a step in front of a pink building ||| he is in the air on his skateboard,0.239598497162785,0.4872738569974899,0.6458464806842646,0.4497097658590147,0.3005207039467559,0.2104428180131085,0.5124408892031644,0.6285714285714286
3612249030_e2829ffa31.jpg,a woman in a red shirt is walking on a beach,a boy carries a boogieboard on the beach ||| a boy is carrying a black body board across the sand ||| a boy standing on a beach ||| a kid in black carrying a cushion ||| a young boy wearing a spiderpatterned shirt on the sand,0.4066620512324038,0.4885434359312057,0.6363636363636364,0.3567530340063378,0.2418230050509015,0.1153056832378949,0.576923076923077,0.4705882352941177
3373481779_511937e09d.jpg,a hockey player in a red uniform is wearing a red uniform,a man is guiding the hockey puck across the ice while an opposing player races towards it ||| hockey player in white uniform with stick ||| two hockey players wearing yellow and black uniforms skate on the ice ||| two ice hockey players ||| two people in hockey uniforms on the ice,0.7744899305618878,0.5210765078663826,0.5833333333333334,0.3256694736394648,0.2197107811492718,0.1041904464013639,0.5,0.4210526315789474
3035785330_2fd5e32bb1.jpg,a man in a red shirt is sitting on a table,a child is riding on a man s back ||| a man and a boy wrestle inside a house ||| a man is giving a little boy a piggy back on the floor ||| a man wrestling with a child on the floor ||| a young boy playing on another mans back,0.1019482576068231,0.5306075513362885,0.5454545454545454,0.3302891295379082,0.1066224564261435,0.062389860721175,0.6114130434782608,0.3999999999999999
416960865_048fd3f294.jpg,a man in a red hat and a red hat is standing on a snowy street,a hiker in a red on a snowy peak ||| a person in a red jacket and a red hardhat stands near a mountain ||| a person wearing a red jacket and helmet walks up near the large rock ||| a woman wearing a red work man s hat and red jacket is hiking in the snow topped mountains ||| the person wearing the red hardhat is on the mountain,0.4275860263955095,0.5324956774711609,0.8125,0.6157651067303722,0.4331195526704514,0.1581138830084189,0.6543235851041447,0.6000000000000001
1296770308_3db2022f5a.jpg,a man in a red shirt is sitting on a bicycle,a girl sits on a bar stool ||| a girl sitting in a dark bar ||| a woman sits at a dark bar ||| dark nightclub with chairs ||| there a several people in a dark bartype room including one girl on a stool,0.0717102509611248,0.5354528874158859,0.5454545454545454,0.3302891295379082,0.1066224564261435,0.062389860721175,0.5067567567567568,0.4444444444444444
2268596214_ca532f5c63.jpg,a man with a red shirt is holding a drink,a cameraman checks the settings on his camera ||| a man with a camera studies his work ||| a man with a headset is looking into a video camera ||| the man in the purple hat is operating a video camera ||| the man wearing a hat and headset is taking a photo,0.2737947737301737,0.5354736745357513,0.5429024508215757,0.4046555950627599,0.3333449549192914,0.2630501434025343,0.5160550458715595,0.5714285714285713
3569979711_6507841268.jpg,a woman in a pink shirt is walking on the beach,a boy does a flip on the beach ||| a boy doing a flip in the air at the beach ||| a man doing a back flip on the beach ||| a person in midair doing a flip along the beach ||| a teenage boy is doing a back flip in midair on the beach,0.7067778303336338,0.5359749495983124,0.6363636363636364,0.3567530340063378,0.2418230050509015,0.1153056832378949,0.5373493975903614,0.5263157894736842
